State,County,County FIPS Code,2010 Population,CO          8-hr (ppm),Pb           3-mo (µg/m3),NO2         AM (ppb),NO2          1-hr (ppb),O3            8-hr (ppm),PM10        24-hr (µg/m3) ,PM2.5W,PM2.5     24-hr (µg/m3) ,SO2         1-hr (ppb)
Oregon,Multnomah County,41051,735334,2,ND,9,35,0.067,27,7.4,20,3
Oregon,Umatilla County,41059,75889,ND,ND,ND,ND,0.06,ND,IN,IN,ND
Oregon,Union County,41061,25748,ND,ND,ND,ND,ND,51,IN,IN,ND
Oregon,Wasco County,41065,25213,ND,ND,ND,ND,0.053,IN,IN,IN,ND
Oregon,Washington County,41067,529710,1,ND,12,38,0.054,ND,8,32,ND
Pennsylvania,Adams County,42001,101407,0,ND,IN,IN,0.068,ND,7.7,20,IN
Pennsylvania,Allegheny County,42003,1223348,3,ND,10,37,0.074,67,11.5,28,130
Pennsylvania,Armstrong County,42005,68941,ND,ND,ND,ND,0.067,ND,7.8,18,ND
Pennsylvania,Beaver County,42007,170539,ND,0,7,38,0.071,60,9.2,21,23
Pennsylvania,Berks County,42011,411442,ND,0.02,ND,ND,0.071,ND,8.2,23,IN
Pennsylvania,Blair County,42013,127089,ND,ND,ND,ND,0.063,19,7.6,22,8
Pennsylvania,Bradford County,42015,62622,ND,ND,2,17,0.064,ND,6.7,18,ND
Pennsylvania,Bucks County,42017,625249,ND,ND,ND,ND,0.084,ND,IN,IN,ND
Pennsylvania,Cambria County,42021,143679,1,ND,5,34,0.059,32,8.4,19,17
Pennsylvania,Carbon County,42025,65249,ND,0.13,ND,ND,ND,ND,ND,ND,ND
Pennsylvania,Centre County,42027,153990,ND,ND,2,IN,0.064,ND,8.7,23,5
Pennsylvania,Chester County,42029,498886,ND,ND,ND,ND,0.065,ND,IN,IN,ND
Pennsylvania,Clearfield County,42033,81642,ND,ND,ND,ND,0.064,ND,ND,ND,ND
Pennsylvania,Cumberland County,42041,235406,ND,ND,ND,ND,ND,ND,8,24,ND
Pennsylvania,Dauphin County,42043,268100,ND,ND,ND,ND,0.068,35,8,21,ND
Pennsylvania,Delaware County,42045,558979,ND,IN,8,38,0.073,ND,12.1,IN,ND
Pennsylvania,Elk County,42047,31946,ND,ND,ND,ND,0.065,ND,ND,ND,ND
Pennsylvania,Erie County,42049,280566,1,ND,IN,IN,0.062,32,8.7,21,ND
Pennsylvania,Fayette County,42051,136606,ND,ND,IN,IN,0.061,ND,IN,IN,ND
Pennsylvania,Franklin County,42055,149618,ND,ND,ND,ND,0.059,ND,ND,ND,ND
Pennsylvania,Greene County,42059,38686,ND,ND,ND,ND,0.067,ND,6.4,14,ND
Pennsylvania,Indiana County,42063,88880,ND,ND,ND,ND,0.068,ND,ND,ND,28
Pennsylvania,Lackawanna County,42069,214437,1,ND,8,39,0.061,ND,IN,IN,ND
Pennsylvania,Lancaster County,42071,519445,ND,0.06,ND,ND,0.069,38,9.5,24,ND
Pennsylvania,Lawrence County,42073,91108,ND,0.03,ND,ND,0.066,ND,ND,ND,IN
Pennsylvania,Lebanon County,42075,133568,ND,ND,ND,ND,0.07,ND,8.8,23,ND
Pennsylvania,Lehigh County,42077,349497,ND,ND,ND,ND,0.067,40,8.9,21,ND
Pennsylvania,Luzerne County,42079,320918,ND,0,ND,ND,0.067,32,IN,IN,3
Pennsylvania,Lycoming County,42081,116111,ND,ND,ND,ND,0.063,IN,ND,ND,ND
Pennsylvania,Mercer County,42085,116638,ND,ND,ND,ND,0.07,ND,IN,IN,ND
Pennsylvania,Monroe County,42089,169842,ND,ND,ND,ND,0.07,ND,IN,IN,ND
Pennsylvania,Montgomery County,42091,799874,ND,ND,ND,ND,0.073,ND,7.7,19,ND
Pennsylvania,Northampton County,42095,297735,ND,ND,6,34,0.073,ND,8.1,23,IN
Pennsylvania,Perry County,42099,45969,ND,ND,ND,ND,ND,ND,IN,IN,ND
Pennsylvania,Philadelphia County,42101,1526006,1,ND,11,43,0.079,45,9.8,23,14
Pennsylvania,Somerset County,42111,77742,ND,ND,ND,ND,0.063,ND,ND,ND,ND
Pennsylvania,Susquehanna County,42115,43356,ND,ND,ND,ND,ND,ND,IN,IN,ND
Pennsylvania,Tioga County,42117,41981,ND,ND,1,10,0.066,ND,5.5,16,ND
Pennsylvania,Warren County,42123,41815,ND,ND,ND,ND,ND,ND,ND,ND,30
Pennsylvania,Washington County,42125,207820,ND,ND,5,33,0.066,ND,8.3,18,10
Pennsylvania,Westmoreland County,42129,365169,ND,0,ND,ND,0.064,ND,6.9,16,ND
Pennsylvania,York County,42133,434972,IN,ND,IN,IN,0.065,ND,IN,IN,8
Rhode Island,Kent County,44003,166158,ND,ND,ND,ND,0.074,ND,6.1,16,ND
Rhode Island,Providence County,44007,626667,2,ND,17,37,0.079,36,8.9,20,3
Rhode Island,Washington County,44009,126979,ND,ND,ND,ND,0.071,ND,5.4,17,ND
South Carolina,Aiken County,45003,160099,ND,ND,ND,ND,0.066,ND,IN,IN,ND
South Carolina,Anderson County,45007,187126,ND,ND,ND,ND,0.053,ND,ND,ND,ND
South Carolina,Beaufort County,45013,162233,ND,ND,ND,ND,ND,ND,IN,IN,ND
South Carolina,Berkeley County,45015,177843,ND,ND,ND,ND,0.056,ND,IN,IN,ND
South Carolina,Charleston County,45019,350209,ND,ND,1,IN,0.06,31,6.8,14,13
South Carolina,Chesterfield County,45025,46734,ND,ND,ND,ND,0.064,IN,IN,IN,ND
South Carolina,Colleton County,45029,38892,ND,ND,ND,ND,0.056,ND,IN,IN,ND
South Carolina,Darlington County,45031,68681,ND,ND,ND,ND,0.058,ND,ND,ND,ND
South Carolina,Edgefield County,45037,26985,ND,ND,ND,ND,0.059,ND,IN,IN,ND
South Carolina,Florence County,45041,136885,ND,0.07,ND,ND,ND,ND,IN,IN,ND
South Carolina,Georgetown County,45043,60158,ND,ND,ND,ND,ND,47,IN,IN,ND
South Carolina,Greenville County,45045,451225,ND,ND,8,40,0.059,28,7.5,18,2
South Carolina,Greenwood County,45047,69661,ND,ND,ND,ND,ND,ND,IN,IN,ND
South Carolina,Horry County,45051,269291,ND,ND,ND,ND,0.062,ND,IN,IN,ND
South Carolina,Lexington County,45063,262391,ND,ND,ND,ND,ND,30,7.9,19,2
South Carolina,Oconee County,45073,74273,ND,ND,ND,ND,0.062,ND,5.7,14,1
South Carolina,Orangeburg County,45075,92501,ND,ND,ND,ND,ND,ND,IN,IN,ND
South Carolina,Pickens County,45077,119224,ND,ND,ND,ND,0.062,ND,ND,ND,ND
South Carolina,Richland County,45079,384504,1,ND,IN,IN,0.063,ND,7.1,13,2
South Carolina,Spartanburg County,45083,284307,ND,ND,ND,ND,0.062,ND,IN,IN,ND
South Carolina,York County,45091,226073,ND,ND,ND,ND,0.066,ND,IN,IN,IN
South Dakota,Brookings County,46011,31965,ND,ND,ND,ND,0.067,70,4.7,12,ND
South Dakota,Brown County,46013,36531,ND,ND,ND,ND,ND,49,6.6,22,ND
South Dakota,Codington County,46029,27227,ND,ND,ND,ND,ND,86,7.7,16,ND
South Dakota,Custer County,46033,8216,ND,ND,ND,ND,0.063,41,3.6,16,ND
South Dakota,Hughes County,46065,17022,ND,ND,ND,ND,ND,ND,4.1,14,ND
South Dakota,Jackson County,46071,3031,ND,ND,1,4,0.063,42,5,19,1
South Dakota,Meade County,46093,25434,ND,ND,ND,ND,0.045,53,IN,IN,ND
South Dakota,Minnehaha County,46099,169468,1,ND,5,34,0.069,58,5.5,16,3
South Dakota,Pennington County,46103,100948,ND,ND,6,39,ND,124,6.7,27,2
South Dakota,Union County,46127,14399,ND,ND,2,18,0.068,120,6.3,16,3
Tennessee,Anderson County,47001,75129,ND,ND,ND,ND,0.063,ND,ND,ND,6
Tennessee,Blount County,47009,123010,0,ND,1,5,0.067,ND,7.4,16,1
Tennessee,Claiborne County,47025,32213,ND,ND,ND,ND,0.062,ND,ND,ND,ND
Tennessee,Davidson County,47037,626681,2,ND,14,47,0.071,41,9.2,18,IN
Tennessee,DeKalb County,47041,18723,ND,ND,ND,ND,0.061,ND,ND,ND,ND
Tennessee,Dyer County,47045,38335,ND,ND,ND,ND,ND,ND,7.4,15,ND
Tennessee,Hamilton County,47065,336463,ND,ND,ND,ND,0.064,ND,7.7,20,ND
Tennessee,Jefferson County,47089,51407,ND,ND,ND,ND,0.067,ND,ND,ND,ND
Tennessee,Knox County,47093,432226,ND,0.06,ND,ND,0.067,39,8.1,17,ND
Tennessee,Lawrence County,47099,41869,ND,ND,ND,ND,ND,ND,7,15,ND
Tennessee,Loudon County,47105,48556,ND,ND,ND,ND,0.065,ND,6.2,14,ND
Tennessee,McMinn County,47107,52266,ND,ND,ND,ND,ND,ND,7.4,15,ND
Tennessee,Madison County,47113,98294,ND,ND,ND,ND,ND,ND,7,16,ND
Tennessee,Maury County,47119,80956,ND,ND,ND,ND,ND,ND,7,15,ND
Tennessee,Montgomery County,47125,172331,ND,ND,ND,ND,ND,ND,7.9,16,ND
Tennessee,Putnam County,47141,72321,ND,ND,ND,ND,ND,ND,6.9,15,ND
Tennessee,Roane County,47145,54181,ND,ND,ND,ND,ND,ND,6.8,15,ND
Tennessee,Sevier County,47155,89889,ND,ND,ND,ND,0.067,ND,ND,ND,ND
Tennessee,Shelby County,47157,927644,1,ND,10,38,0.073,89,9,21,3
Tennessee,Sullivan County,47163,156823,ND,0,ND,ND,0.065,ND,7.2,15,86
Tennessee,Sumner County,47165,160645,ND,ND,ND,ND,0.068,ND,6.7,16,ND
Tennessee,Williamson County,47187,183182,ND,ND,ND,ND,0.063,ND,ND,ND,ND
Tennessee,Wilson County,47189,113993,ND,ND,ND,ND,0.064,ND,ND,ND,ND
Texas,Bell County,48027,310235,ND,ND,IN,IN,0.072,ND,ND,ND,ND
Texas,Bexar County,48029,1714773,1,ND,7,40,0.073,56,7.9,33,IN
Texas,Bowie County,48037,92565,ND,ND,ND,ND,ND,ND,9.4,21,ND
Texas,Brazoria County,48039,313166,ND,ND,5,33,0.071,ND,IN,IN,ND
Texas,Brewster County,48043,9232,ND,ND,ND,ND,0.065,ND,IN,IN,ND
Texas,Caldwell County,48055,38066,ND,ND,ND,ND,ND,ND,IN,IN,ND
Texas,Cameron County,48061,406220,ND,ND,ND,ND,0.059,ND,10.5,26,ND
Texas,Collin County,48085,782341,ND,0.01,ND,ND,0.081,ND,IN,IN,ND
Texas,Dallas County,48113,2368139,1,ND,10,43,0.081,IN,9.6,25,IN
Texas,Denton County,48121,662614,ND,ND,6,35,0.076,ND,ND,ND,ND
Texas,Ector County,48135,137130,ND,ND,ND,ND,ND,ND,IN,IN,ND
Texas,Ellis County,48139,149610,ND,ND,5,27,0.069,ND,IN,IN,7
Texas,El Paso County,48141,800647,2,0.01,11,61,0.078,114,8.8,23,IN
Texas,Freestone County,48161,19816,ND,ND,ND,ND,ND,ND,ND,ND,39
Texas,Galveston County,48167,291309,ND,ND,2,26,0.076,102,IN,IN,8
Texas,Gregg County,48183,121730,ND,ND,4,19,0.068,ND,IN,IN,51
Texas,Harris County,48201,4092459,2,ND,12,52,0.088,88,11,30,24
Texas,Harrison County,48203,65631,ND,ND,2,15,0.061,IN,8.4,21,45
Texas,Hidalgo County,48215,774769,ND,ND,ND,ND,0.059,77,11.7,29,ND
Texas,Hood County,48221,51182,ND,ND,ND,ND,0.071,ND,ND,ND,ND
Texas,Howard County,48227,35012,ND,ND,ND,ND,ND,ND,ND,ND,99
Texas,Hunt County,48231,86129,ND,ND,4,24,0.073,ND,ND,ND,ND
Texas,Hutchinson County,48233,22150,ND,ND,ND,ND,ND,ND,ND,ND,214
Texas,Jeff Davis County,48243,2342,ND,ND,ND,ND,ND,ND,IN,IN,ND
Texas,Jefferson County,48245,252273,1,ND,6,35,0.072,ND,10.2,25,61
Texas,Johnson County,48251,150934,ND,ND,ND,ND,0.081,ND,ND,ND,ND
Texas,Kaufman County,48257,103350,ND,IN,3,27,0.065,ND,IN,IN,8
Texas,Kleberg County,48273,32061,ND,ND,ND,ND,ND,ND,IN,IN,ND
Texas,Lubbock County,48303,278831,ND,ND,ND,ND,ND,ND,IN,IN,ND
Texas,McLennan County,48309,234906,0,ND,ND,ND,0.068,ND,IN,IN,IN
Texas,Marion County,48315,10546,ND,ND,ND,ND,ND,ND,IN,IN,ND
Texas,Maverick County,48323,54258,ND,ND,ND,ND,ND,ND,7.7,24,ND
Texas,Milam County,48331,24757,ND,ND,ND,ND,ND,ND,ND,ND,4
Texas,Montgomery County,48339,455746,ND,ND,3,26,0.075,ND,IN,IN,ND
Texas,Navarro County,48349,47735,ND,ND,4,28,0.067,ND,ND,ND,141
Texas,Nueces County,48355,340223,ND,ND,ND,ND,0.061,79,9.8,29,5
Texas,Orange County,48361,81837,ND,ND,2,22,0.073,ND,10.5,26,IN
Texas,Parker County,48367,116927,ND,ND,ND,ND,0.075,ND,ND,ND,ND
Texas,Polk County,48373,45413,ND,ND,ND,ND,0.062,ND,ND,ND,ND
Texas,Potter County,48375,121073,ND,0,ND,ND,ND,ND,IN,IN,133
Texas,Randall County,48381,120725,ND,ND,ND,ND,0.072,ND,ND,ND,ND
Texas,Robertson County,48395,16622,ND,ND,ND,ND,ND,ND,ND,ND,IN
Texas,Rockwall County,48397,78337,ND,ND,ND,ND,0.076,ND,ND,ND,ND
Texas,Rusk County,48401,53330,ND,ND,ND,ND,ND,ND,ND,ND,109
Texas,Smith County,48423,209714,ND,ND,2,12,0.069,ND,ND,ND,ND
Texas,Tarrant County,48439,1809034,1,ND,11,42,0.082,40,8.6,20,ND
Texas,Titus County,48449,32334,ND,ND,ND,ND,ND,ND,ND,ND,20
Texas,Travis County,48453,1024266,1,ND,12,46,0.072,82,10,37,2
Texas,Victoria County,48469,86793,ND,ND,ND,ND,0.066,ND,ND,ND,ND
Texas,Webb County,48479,250304,2,ND,ND,ND,0.058,78,9.4,26,ND
Utah,Box Elder County,49003,49975,ND,ND,7,IN,0.072,ND,6.9,26,ND
Utah,Cache County,49005,112656,ND,ND,4,30,0.069,67,7.3,28,ND
Utah,Carbon County,49007,21403,ND,ND,2,14,0.073,ND,ND,ND,ND
Utah,Davis County,49011,306479,ND,ND,12,45,0.08,48,7.9,26,ND
Utah,Duchesne County,49013,18607,ND,ND,4,23,0.071,ND,6.9,24,ND
Utah,Garfield County,49017,5172,ND,ND,ND,ND,0.068,ND,ND,ND,ND
Utah,Iron County,49021,46163,ND,ND,IN,IN,0.067,ND,4.8,14,ND
Utah,Salt Lake County,49035,1029655,3,ND,15,49,0.08,103,9,29,IN
Utah,San Juan County,49037,14746,ND,ND,ND,ND,0.068,ND,ND,ND,ND
Utah,Tooele County,49045,58218,ND,ND,4,25,0.074,ND,8,31,ND
Utah,Uintah County,49047,32588,ND,ND,4,21,0.069,ND,5.6,19,ND
Utah,Utah County,49049,516564,1,ND,9,41,0.079,85,8.6,50,ND
Utah,Washington County,49053,138115,ND,ND,3,IN,0.069,ND,IN,IN,ND
Utah,Weber County,49057,231236,1,ND,17,46,0.079,102,8.3,25,ND
Vermont,Addison County,50001,36821,ND,ND,ND,ND,ND,ND,IN,IN,ND
Vermont,Bennington County,50003,37125,ND,ND,ND,ND,0.065,ND,6,15,ND
Vermont,Chittenden County,50007,156545,1,ND,6,27,0.062,20,6.5,16,1
Vermont,Rutland County,50021,61642,1,ND,7,35,0.063,24,7.5,20,2
Vermont,Washington County,50023,59534,ND,ND,ND,ND,ND,ND,IN,IN,ND
Virginia,Albemarle County,51003,98970,ND,ND,ND,ND,0.062,ND,6,14,ND
Virginia,Arlington County,51013,207627,1,ND,9,42,0.07,ND,7.4,16,ND
Virginia,Botetourt County,51023,33148,ND,ND,ND,ND,ND,ND,ND,ND,28
Virginia,Caroline County,51033,28545,ND,ND,ND,ND,0.061,ND,ND,ND,ND
Virginia,Carroll County,51035,30042,ND,ND,ND,ND,ND,22,ND,ND,ND
Virginia,Charles City County,51036,7256,ND,ND,5,31,0.064,ND,6.4,14,18
Virginia,Chesterfield County,51041,316236,ND,ND,ND,ND,0.058,ND,6.5,14,ND
Virginia,Fairfax County,51059,1081726,1,ND,15,47,0.066,21,8.9,20,5
Virginia,Fauquier County,51061,65203,ND,ND,ND,ND,0.06,ND,ND,ND,ND
Virginia,Frederick County,51069,78305,ND,ND,ND,ND,0.059,ND,7.3,23,ND
Virginia,Giles County,51071,17286,ND,ND,ND,ND,0.064,ND,ND,ND,66
Virginia,Hanover County,51085,99863,ND,ND,ND,ND,0.066,ND,ND,ND,ND
Virginia,Henrico County,51087,306935,1,ND,6,31,0.065,28,6.9,16,5
Virginia,Loudoun County,51107,312311,ND,ND,6,33,0.065,ND,7,17,ND
Virginia,Madison County,51113,13308,ND,ND,ND,ND,0.062,ND,IN,IN,ND
Virginia,Montgomery County,51121,94392,ND,0,ND,ND,ND,ND,ND,ND,ND
Virginia,Page County,51139,24042,ND,ND,ND,ND,ND,ND,IN,IN,ND
Virginia,Prince Edward County,51147,23368,ND,ND,ND,ND,0.062,ND,ND,ND,ND
Virginia,Prince William County,51153,402002,ND,ND,4,IN,0.065,ND,ND,ND,ND
Virginia,Roanoke County,51161,92376,1,ND,5,31,0.062,ND,IN,IN,2
Virginia,Rockbridge County,51163,22307,ND,ND,ND,ND,0.06,ND,ND,ND,ND
Virginia,Rockingham County,51165,76314,ND,ND,8,36,0.059,ND,6.8,18,2
Virginia,Stafford County,51179,128961,ND,ND,ND,ND,0.064,23,ND,ND,ND
Virginia,Wythe County,51197,29235,ND,ND,ND,ND,0.061,ND,ND,ND,ND
Virginia,Alexandria city,51510,139966,ND,ND,ND,ND,ND,12,IN,IN,ND
Virginia,Bristol city,51520,17835,ND,ND,ND,ND,ND,ND,6.7,14,ND
Virginia,Chesapeake city,51550,222209,ND,ND,ND,ND,ND,ND,IN,IN,ND
Virginia,Covington city,51580,5961,ND,ND,ND,ND,ND,ND,ND,ND,25
Virginia,Hampton city,51650,137436,1,ND,3,26,0.062,17,6,13,21
Virginia,Hopewell city,51670,22591,ND,ND,ND,ND,ND,18,ND,ND,ND
Virginia,Lynchburg city,51680,75568,ND,ND,ND,ND,ND,ND,6.4,14,ND
Virginia,Newport News city,51700,180719,ND,ND,ND,ND,ND,ND,IN,IN,ND
Virginia,Norfolk city,51710,242803,1,ND,7,38,ND,21,6.6,14,10
Virginia,Richmond city,51760,204214,1,ND,12,43,ND,ND,8.2,19,ND
Virginia,Roanoke city,51770,97032,ND,0.02,ND,ND,ND,ND,IN,IN,ND
Virginia,Salem city,51775,24802,ND,ND,ND,ND,ND,ND,7,15,ND
Virginia,Suffolk city,51800,84585,ND,ND,ND,ND,0.063,ND,ND,ND,ND
Virginia,Virginia Beach city,51810,437994,ND,ND,ND,ND,ND,ND,IN,IN,ND
Virginia,Winchester city,51840,26203,ND,ND,ND,ND,ND,20,ND,ND,ND
Washington,Adams County,53001,18728,ND,ND,ND,ND,ND,ND,IN,IN,ND
Washington,Asotin County,53003,21623,ND,ND,ND,ND,ND,ND,IN,IN,ND
Washington,Benton County,53005,175177,ND,ND,ND,ND,0.073,169,IN,IN,ND
Washington,Chelan County,53007,72453,ND,ND,ND,ND,ND,ND,IN,IN,1
Washington,Clallam County,53009,71404,1,ND,ND,ND,0.058,ND,IN,IN,1
Washington,Clark County,53011,425363,ND,ND,ND,ND,0.062,ND,7.3,30,ND
Washington,Cowlitz County,53015,102410,ND,ND,ND,ND,ND,ND,IN,IN,ND
Washington,Grant County,53025,89120,ND,ND,IN,IN,ND,ND,IN,IN,ND
Washington,Grays Harbor County,53027,72797,ND,ND,ND,ND,ND,ND,IN,IN,ND
Washington,Jefferson County,53031,29872,ND,ND,ND,ND,ND,ND,IN,IN,ND
Washington,King County,53033,1931249,1,ND,20,64,0.077,60,9.3,42,8
Washington,Kitsap County,53035,251133,ND,ND,ND,ND,ND,ND,4.8,24,ND
Washington,Kittitas County,53037,40915,ND,ND,ND,ND,ND,ND,7.1,47,ND
Washington,Lewis County,53041,75455,ND,ND,ND,ND,ND,ND,IN,IN,ND
Washington,Mason County,53045,60699,ND,ND,ND,ND,ND,ND,IN,IN,ND
Washington,Okanogan County,53047,41120,ND,ND,ND,ND,ND,ND,13.4,94,ND
Washington,Pierce County,53053,795225,ND,ND,17,IN,0.069,ND,8.2,38,ND
Washington,Skagit County,53057,116901,ND,ND,IN,IN,0.045,ND,6.3,28,2
Washington,Skamania County,53059,11066,ND,ND,ND,ND,ND,ND,IN,IN,ND
Washington,Snohomish County,53061,713335,ND,ND,ND,ND,ND,ND,8.1,42,ND
Washington,Spokane County,53063,471221,ND,ND,ND,ND,0.072,180,10.3,50,ND
Washington,Stevens County,53065,43531,ND,ND,ND,ND,ND,154,IN,IN,ND
Washington,Thurston County,53067,252264,ND,ND,ND,ND,0.064,ND,IN,IN,ND
Washington,Walla Walla County,53071,58781,ND,ND,ND,ND,ND,186,IN,IN,ND
Washington,Whatcom County,53073,201140,ND,ND,ND,ND,0.062,ND,5.3,24,101
Washington,Whitman County,53075,44776,ND,ND,ND,ND,ND,ND,IN,IN,ND
Washington,Yakima County,53077,243231,ND,ND,ND,ND,ND,129,10.5,50,ND
West Virginia,Berkeley County,54003,104169,ND,ND,ND,ND,0.062,ND,8.1,22,ND
West Virginia,Brooke County,54009,24069,ND,ND,ND,ND,ND,37,8.8,20,48
West Virginia,Cabell County,54011,96319,ND,ND,ND,ND,0.066,ND,7.7,16,ND
West Virginia,Gilmer County,54021,8693,ND,ND,ND,ND,0.058,ND,ND,ND,ND
West Virginia,Greenbrier County,54025,35480,ND,ND,ND,ND,0.058,ND,ND,ND,ND
West Virginia,Hancock County,54029,30676,ND,ND,ND,ND,0.067,32,7.8,19,22
West Virginia,Harrison County,54033,69099,ND,ND,ND,ND,ND,ND,7.1,15,ND
West Virginia,Kanawha County,54039,193063,1,ND,ND,ND,0.066,ND,8.1,16,5
West Virginia,Marion County,54049,56418,ND,ND,ND,ND,ND,ND,7.4,15,ND
West Virginia,Marshall County,54051,33107,ND,ND,ND,ND,ND,ND,9,20,9
West Virginia,Mason County,54053,27324,ND,ND,ND,ND,ND,ND,ND,ND,57
West Virginia,Mercer County,54055,62264,ND,ND,ND,ND,ND,ND,IN,IN,ND
West Virginia,Mineral County,54057,28212,ND,ND,ND,ND,ND,ND,ND,ND,203
West Virginia,Monongalia County,54061,96189,ND,ND,ND,ND,0.062,ND,IN,IN,IN
West Virginia,Ohio County,54069,44443,ND,ND,ND,ND,0.066,ND,7.6,17,ND
West Virginia,Raleigh County,54081,78859,ND,ND,ND,ND,ND,ND,IN,IN,ND
West Virginia,Summers County,54089,13927,ND,ND,ND,ND,ND,ND,IN,IN,ND
West Virginia,Tucker County,54093,7141,ND,ND,ND,ND,0.06,ND,ND,ND,ND
West Virginia,Wood County,54107,86956,ND,ND,ND,ND,0.061,ND,7.7,17,16
Wisconsin,Ashland County,55003,16157,ND,ND,ND,ND,0.062,ND,IN,IN,ND
Wisconsin,Brown County,55009,248007,ND,ND,ND,ND,0.066,ND,6.4,19,12
Wisconsin,Columbia County,55021,56833,ND,ND,ND,ND,0.066,ND,ND,ND,ND
Wisconsin,Dane County,55025,488073,ND,ND,ND,ND,0.065,42,8.6,23,3
Wisconsin,Dodge County,55027,88759,0,ND,ND,ND,0.069,38,7.5,23,IN
Wisconsin,Door County,55029,27785,ND,ND,ND,ND,0.075,ND,IN,IN,ND
Wisconsin,Douglas County,55031,44159,ND,ND,ND,ND,ND,ND,IN,IN,ND
Wisconsin,Eau Claire County,55035,98736,ND,ND,ND,ND,0.066,ND,7.5,22,ND
Wisconsin,Fond du Lac County,55039,101633,ND,ND,ND,ND,0.066,ND,ND,ND,ND
Wisconsin,Forest County,55041,9304,ND,ND,ND,ND,0.066,ND,4.2,14,2
Wisconsin,Grant County,55043,51208,ND,ND,ND,ND,ND,ND,8.4,20,ND
Wisconsin,Jefferson County,55055,83686,ND,ND,ND,ND,0.068,ND,IN,IN,ND
Wisconsin,Kenosha County,55059,166426,ND,ND,ND,ND,0.08,ND,7.2,21,ND
Wisconsin,Kewaunee County,55061,20574,ND,ND,ND,ND,0.072,ND,ND,ND,ND
Wisconsin,La Crosse County,55063,114638,ND,ND,ND,ND,0.062,ND,7.7,21,ND
Wisconsin,Manitowoc County,55071,81442,ND,ND,IN,IN,0.076,ND,IN,IN,ND
Wisconsin,Marathon County,55073,134063,ND,ND,ND,ND,0.065,ND,ND,ND,ND
Wisconsin,Milwaukee County,55079,947735,1,ND,14,47,0.073,40,8.9,22,4
Wisconsin,Oneida County,55085,35998,ND,ND,ND,ND,ND,ND,ND,ND,40
Wisconsin,Outagamie County,55087,176695,ND,ND,ND,ND,0.067,ND,6.5,21,108
Wisconsin,Ozaukee County,55089,86395,ND,ND,ND,ND,0.073,ND,6.4,20,ND
Wisconsin,Racine County,55101,195408,ND,ND,ND,ND,0.078,ND,ND,ND,ND
Wisconsin,Rock County,55105,160331,ND,ND,ND,ND,0.068,ND,IN,IN,ND
Wisconsin,St. Croix County,55109,84345,ND,ND,ND,ND,ND,ND,IN,IN,ND
Wisconsin,Sauk County,55111,61976,ND,ND,ND,ND,0.067,32,6.6,18,ND
Wisconsin,Sheboygan County,55117,115507,ND,0.02,ND,ND,0.083,ND,ND,ND,ND
Wisconsin,Taylor County,55119,20689,ND,ND,ND,ND,0.065,ND,6.5,20,ND
Wisconsin,Vilas County,55125,21430,ND,ND,ND,ND,0.063,ND,5.1,16,ND
Wisconsin,Walworth County,55127,102228,ND,ND,ND,ND,0.07,ND,ND,ND,ND
Wisconsin,Waukesha County,55133,389891,ND,ND,ND,ND,0.068,39,9.1,22,ND
Wisconsin,Waupaca County,55135,52410,ND,ND,ND,ND,ND,ND,IN,IN,ND
Wisconsin,Winnebago County,55139,166994,ND,ND,ND,ND,ND,ND,IN,IN,ND
Wisconsin,Wood County,55141,74749,ND,ND,ND,ND,ND,ND,IN,IN,ND
Wyoming,Albany County,56001,36299,ND,ND,IN,IN,0.07,113,4.9,14,IN
Wyoming,Big Horn County,56003,11668,ND,ND,ND,ND,0.064,ND,IN,IN,ND
Wyoming,Campbell County,56005,46133,ND,ND,5,30,0.064,113,4.7,21,ND
Wyoming,Carbon County,56007,15885,ND,ND,5,27,0.065,ND,IN,IN,13
Wyoming,Converse County,56009,13833,0,ND,3,31,0.064,105,IN,IN,16
Wyoming,Fremont County,56013,40123,ND,ND,1,3,0.066,42,7.3,22,50
Wyoming,Goshen County,56015,13249,ND,ND,ND,ND,ND,ND,IN,IN,ND
Wyoming,Johnson County,56019,8569,ND,ND,IN,IN,0.06,74,ND,ND,ND
Wyoming,Laramie County,56021,91738,0,ND,4,34,0.068,44,4.7,14,3
Wyoming,Lincoln County,56023,18106,ND,ND,ND,ND,ND,107,ND,ND,ND
Wyoming,Natrona County,56025,75450,ND,ND,5,37,0.065,31,5.3,16,19
Wyoming,Park County,56029,28205,ND,ND,IN,IN,0.052,56,4.1,17,IN
Wyoming,Platte County,56031,8667,ND,ND,ND,ND,ND,58,ND,ND,ND
Wyoming,Sheridan County,56033,29116,ND,ND,IN,IN,0.069,55,7.2,21,IN
Wyoming,Sublette County,56035,10247,ND,ND,6,26,0.068,78,5.6,25,ND
Wyoming,Sweetwater County,56037,43806,ND,ND,3,34,0.068,193,5.4,19,45
Wyoming,Teton County,56039,21294,0,ND,IN,IN,0.064,52,3.7,20,IN
Wyoming,Uinta County,56041,21118,ND,ND,2,11,0.068,67,ND,ND,ND
Wyoming,Weston County,56045,7208,ND,ND,ND,ND,0.063,ND,IN,IN,2
Puerto Rico,"Adjuntas Municipio, Puerto Rico",72001,19483,ND,ND,ND,ND,ND,ND,IN,IN,ND
Puerto Rico,"Arecibo Municipio, Puerto Rico",72013,96440,ND,0.18,ND,ND,ND,ND,ND,ND,ND
